id,language,question_id,question,label,numerical_label,author,topic,test_set,comment
116951,de,14,Sollte der wirtschaftliche Nutzen von Forschungsprojekten bei der Vergabe von Fördergeldern des Bundes stärker berücksichtigt werden?,AGAINST,25,daffe444afc6,Education,new_comments_defr,"Ce point est déjà pris en considération. Je ne peux pas juger s'il doit être pesé ou non encore plus fort. Mais ne pourraient-ils pas aussi être de grande valeur (inter) nationale et, par conséquent, être soutenus par le gouvernement fédéral, des projets plus susceptibles d'apporter des bienfaits sociaux ou culturels ?"
116952,de,17,Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,AGAINST,0,daffe444afc6,Immigration,new_comments_defr,"J'ai moi-même vécu à l'étranger quand j'étais enfant. Mes parents et moi avons vécu que le meilleur moyen d'intégrer les gens est d'être ouverts, patients et amicaux envers leurs semblables. Je ne pense donc pas que l'État ait à soutenir financièrement ce processus."
116953,de,20,Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,AGAINST,0,daffe444afc6,Immigration,new_comments_defr,"À mon avis, cette initiative met en péril la liberté de circulation des personnes et doit donc être combattue."
116955,de,22,Soll der Konsum von weichen und harten Drogen sowie deren Besitz für den Eigengebrauch legalisiert werden?,AGAINST,25,daffe444afc6,Security,new_comments_defr,"Je pense que c'est probablement l'une des rares exceptions dans lesquelles une interdiction pour dissuader est judicieuse et appropriée. Pour autant que je sache, il est extrêmement difficile de mesurer par moi-même quand la frontière entre la consommation massive et la dépendance sera franchie."
116956,de,25,Würden Sie die Einführung einer Frauenquote in Verwaltungsräten börsenkotierter Unternehmen befürworten?,AGAINST,0,daffe444afc6,Society,new_comments_defr,Les entreprises qui n'ont pas de conseils d'administration féminins se font leur propre chair;-)
116957,de,30,Haben für Sie Senkungen der Bundessteuern in den nächsten vier Jahren Priorität?,FAVOR,75,daffe444afc6,Finances,new_comments_defr,Je suis pour que les impôts ne s'augmentent plus et qu'ils soient réduits si possible.
116958,de,33,Sind Sie für eine vollständige Liberalisierung der Ladenöffnungszeiten (Geschäfte können die Öffnungszeiten nach freiem Ermessen festlegen)?,FAVOR,100,daffe444afc6,Economy,new_comments_defr,"J'ai moi-même travaillé pendant un an et demi dans un magasin de cadeaux en dehors de l'école, mais je sais qu'il peut être très difficile de travailler le week-end et les jours fériés."
116961,de,42,Der Bundesrat möchte bis spätestens 2034 aus der Atomenergie aussteigen (d.h. die bestehenden Atomkraftwerke werden stillgelegt und keine neuen mehr gebaut). Unterstützen Sie dieses Vorhaben?,AGAINST,25,daffe444afc6,Infrastructure & Environment,new_comments_defr,"Je soutiendrais si jusqu'alors notre besoin d'électricité pouvait être couvert par des sources d'énergie renouvelables et respectueuses de l'environnement, mais je doute encore de cela. Je pense qu'il serait super si nous pouvions désactiver nos centrales nucléaires - mais pas avec l'aide de l'électricité nucléaire française et des centrales électriques produisant du CO2 (par exemple des combusteurs à gaz)..."
116962,de,47,Sollen sich Bahnfahrer/innen in Zukunft durch höhere Billettpreise stärker an den Kosten des Ausbaus und Unterhalts des Schienennetzes beteiligen?,FAVOR,75,daffe444afc6,Infrastructure & Environment,new_comments_defr,J'utilise moi-même l'OV tous les jours et je pense qu'il serait bien que les prix d'abonnement augmentent un peu.
116968,de,6,Die Invalidenversicherung spricht bei nicht objektiv nachweisbaren Schmerzstörungen (z.B. als Folge eines Schleudertraumas) keine IV-Renten mehr zu. Finden Sie dies richtig?,FAVOR,100,b776e54b6473,Welfare,new_comments_defr,Il s'agit d'un effort de réintégration rapide.
116970,de,13,Gemäss dem Konzept der integrativen Schule werden Kinder mit Lernschwierigkeiten oder Behinderungen grundsätzlich in regulären Schulklassen unterrichtet. Befürworten Sie dies?,AGAINST,0,b776e54b6473,Education,new_comments_defr,Les besoins de ces enfants sont ainsi insuffisamment pris en compte et les performances des classes diminuent selon les études réalisées depuis l'introduction de l'enseignement intégré.
116971,de,18,Soll der Zugang zur erleichterten Einbürgerung durch den Bund erschwert werden?,FAVOR,100,b776e54b6473,Immigration,new_comments_defr,"Oui, mais c'est plus facile pour la troisième génération."
116972,de,19,"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?",AGAINST,25,b776e54b6473,Immigration,new_comments_defr,"Les réfugiés économiques, non, les réfugiés politiques, selon la tradition humanitaire de la Suisse."
116973,de,20,Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,AGAINST,25,b776e54b6473,Immigration,new_comments_defr,"L'initiative doit encore être renforcée - et il faut faire la distinction entre immigrants qualifiés et non qualifiés. D'abord, nous avons besoin tant que le manque de professionnels actifs dans les métiers de la MINT subsiste."
116977,de,42,Der Bundesrat möchte bis spätestens 2034 aus der Atomenergie aussteigen (d.h. die bestehenden Atomkraftwerke werden stillgelegt und keine neuen mehr gebaut). Unterstützen Sie dieses Vorhaben?,AGAINST,0,b776e54b6473,Infrastructure & Environment,new_comments_defr,"Je plaide en faveur d'une politique énergétique qui ne prospère ni sur le sol de la panique, ni au détriment des objectifs de CO2 déjà adoptés. Les objectifs énergétiques ne doivent pas être motivés par l'actionnalisme à court terme, mais doivent être économiques et consommables et durables."
116979,de,47,Sollen sich Bahnfahrer/innen in Zukunft durch höhere Billettpreise stärker an den Kosten des Ausbaus und Unterhalts des Schienennetzes beteiligen?,FAVOR,100,b776e54b6473,Infrastructure & Environment,new_comments_defr,Les fonds doivent également être utilisés efficacement.
116981,de,58,"Sollen die Befugnisse der Sicherheitsbehörden zur präventiven Überwachung des Post-, Telefon- und E-Mail-Verkehrs ausgeweitet werden?",FAVOR,75,b776e54b6473,Security,new_comments_defr,"Surtout dans les salles de discussion où les enfants sont détenus (enquêtes cachées) et surveillés en cas de soupçon de terrorisme, de pédophilie et de criminalité économique."
117478,de,2,"Finden Sie es grundsätzlich richtig, dass der Staat die Fremdbetreuung von Kindern finanziell unterstützt (mit Steuerabzügen oder Subventionen)?",FAVOR,100,52b57ee438bf,Welfare,new_comments_defr,Réductions d'impôts: Non Réductions d'impôts: Oui Subventions: Oui Je préfère parler de garde familiale complémentaire plutôt que de garde extérieure :-)
117479,de,4,"Soll zusätzlich zur bestehenden Mutterschaftsversicherung ein 24-wöchiger Elternurlaub (""Elternzeit"") eingeführt werden?",FAVOR,100,52b57ee438bf,Welfare,new_comments_defr,La garde d'enfants n'est pas seulement une affaire de femmes.
117481,de,12,"Finden Sie es richtig, wenn Schulen Dispense aus religiösen Gründen für einzelne Fächer oder Veranstaltungen bewilligen (z.B. Sport- oder Sexualkundeunterricht)?",AGAINST,0,52b57ee438bf,Education,new_comments_defr,Il s'agit d'un traitement respectueux et tolérant des croyants. C'est une question de style d'enseignement. L'exclusion est la mauvaise voie.
117482,de,13,Gemäss dem Konzept der integrativen Schule werden Kinder mit Lernschwierigkeiten oder Behinderungen grundsätzlich in regulären Schulklassen unterrichtet. Befürworten Sie dies?,FAVOR,100,52b57ee438bf,Education,new_comments_defr,"Mais il y a des cas où l'intégration à tout prix, c'est-à-dire pour des raisons idéologiques, n'a pas de sens."
117483,de,14,Sollte der wirtschaftliche Nutzen von Forschungsprojekten bei der Vergabe von Fördergeldern des Bundes stärker berücksichtigt werden?,AGAINST,25,52b57ee438bf,Education,new_comments_defr,"La recherche "" sans but "" doit aussi être menée, sinon nous accorderons un terrain dans lequel de nombreuses nouvelles découvertes surprenantes pourraient nous faire avancer en tant que société."
117484,de,15,"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?",FAVOR,100,52b57ee438bf,Immigration,new_comments_defr,"Mais une légalisation unique ne résout pas le problème fondamental: il faut lutter contre le travail noir, assurer la paix et soutenir des projets de reconstruction dans des pays en situation précaire."
117485,de,24,"Würden Sie es befürworten, wenn in der Schweiz die direkte aktive Sterbehilfe durch einen Arzt straffrei möglich wäre?",FAVOR,75,52b57ee438bf,Society,new_comments_defr,"""Assistance à la mort active"" signifie en droit pénal ""assassinat à volonté"". Si cela doit être autorisé aux médecins, il faut que les conditions et les détails soient régis par la loi et que ces meurtres soient commis à volonté sous surveillance officielle."
117486,de,25,Würden Sie die Einführung einer Frauenquote in Verwaltungsräten börsenkotierter Unternehmen befürworten?,FAVOR,100,52b57ee438bf,Society,new_comments_defr,"Je sais que les quotas ne sont pas populaires, mais ces dernières années ont montré qu'on ne peut pas atteindre l'objectif sans les quotas."
117488,de,47,Sollen sich Bahnfahrer/innen in Zukunft durch höhere Billettpreise stärker an den Kosten des Ausbaus und Unterhalts des Schienennetzes beteiligen?,AGAINST,25,52b57ee438bf,Infrastructure & Environment,new_comments_defr,"Dans la planification de l'espace, nous devrions suivre le principe de ""travailler et vivre au même endroit"" afin que les flux de pendulaires ne se multiplient plus. L'utilisation ciblée des nouvelles technologies de communication peut aider à réduire les pendulations quotidiennes. Cela libère les autoroutes et les routes."
117489,de,48,Sollen stark befahrene Autobahnabschnitte (z.B. Bern–Zürich oder Lausanne–Genf) ausgebaut werden?,AGAINST,0,52b57ee438bf,Infrastructure & Environment,new_comments_defr,"Dans la planification de l'espace, nous devrions suivre le principe de ""travailler et vivre au même endroit"" afin que les flux de pendulaires ne se multiplient plus. L'utilisation ciblée des nouvelles technologies de communication peut aider à réduire les pendulations quotidiennes. Cela libère les routes et les véhicules."
117490,de,59,Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,FAVOR,75,52b57ee438bf,Foreign Policy,new_comments_defr,L'idée de l'UE est de maintenir la paix en Europe à long terme.
117575,de,2,"Finden Sie es grundsätzlich richtig, dass der Staat die Fremdbetreuung von Kindern finanziell unterstützt (mit Steuerabzügen oder Subventionen)?",FAVOR,100,8bfa60f8d599,Welfare,new_comments_defr,La plupart des femmes n'ont pas le choix de travailler en dépit de leurs enfants ou non.
117577,de,4,"Soll zusätzlich zur bestehenden Mutterschaftsversicherung ein 24-wöchiger Elternurlaub (""Elternzeit"") eingeführt werden?",FAVOR,100,8bfa60f8d599,Welfare,new_comments_defr,"Pour beaucoup de jeunes familles, ce serait peut-être la ""plus belle"" fête de leur vie avant le début de la vie quotidienne la plus pénible qui met beaucoup de gens sous pression."
117583,de,11,Befürworten Sie die Harmonisierung von Lehrplänen zwischen den Kantonen (z.B. durch die Projekte Lehrplan 21 oder PER)?,FAVOR,100,8bfa60f8d599,Education,new_comments_defr,Cela devrait être une évidence dans notre petit pays et serait d'un grand avantage pour les apprenants et les enseignants qui doivent changer de canton
117584,de,12,"Finden Sie es richtig, wenn Schulen Dispense aus religiösen Gründen für einzelne Fächer oder Veranstaltungen bewilligen (z.B. Sport- oder Sexualkundeunterricht)?",AGAINST,0,8bfa60f8d599,Education,new_comments_defr,"Non, ce n'est certainement pas le cas de la cohésion des classes, ni même de l'intégration."
117585,de,13,Gemäss dem Konzept der integrativen Schule werden Kinder mit Lernschwierigkeiten oder Behinderungen grundsätzlich in regulären Schulklassen unterrichtet. Befürworten Sie dies?,FAVOR,100,8bfa60f8d599,Education,new_comments_defr,"Dans le cadre d'une école de jour où mes enfants pouvaient aller, ce concept s'est avéré parfaitement vrai, mais il est nécessaire qu'il y ait suffisamment de pension pour que les enseignants ne soient pas pressés et qu'ils puissent aussi accomplir cette tâche difficile!"
117586,de,14,Sollte der wirtschaftliche Nutzen von Forschungsprojekten bei der Vergabe von Fördergeldern des Bundes stärker berücksichtigt werden?,AGAINST,0,8bfa60f8d599,Education,new_comments_defr,"Parfois, le bénéfice économique n'est pas encore déterminé à l'avance - il ne se révèle que plus tard - et la question de l'indépendance se pose."
117587,de,15,"Sind Sie dafür, dass der Status von Sans-Papiers durch eine einmalige kollektive Erteilung von Aufenthaltsbewilligungen legalisiert wird?",FAVOR,100,8bfa60f8d599,Immigration,new_comments_defr,"C'est un grand pas, car vivre dans l'illégalité rend malade."
117588,de,16,"Würden Sie es befürworten, wenn für Ausländer/innen, die seit mindestens zehn Jahren in der Schweiz leben, gesamtschweizerisch das Stimm- und Wahlrecht auf Gemeindeebene eingeführt würde?",FAVOR,100,8bfa60f8d599,Immigration,new_comments_defr,"Si vous êtes ici depuis dix ans et que vous participez à la vie commune, vous pouvez aussi voter!"
117589,de,17,Soll sich der Staat finanziell stärker für die Integration von Ausländer/innen engagieren?,FAVOR,100,8bfa60f8d599,Immigration,new_comments_defr,"L'égalité des chances pour tout le monde aiderait à long terme, et le S.V.P. va bientôt prendre le relais, car l'investissement dans l'intégration réduirait de nombreux problèmes."
117590,de,18,Soll der Zugang zur erleichterten Einbürgerung durch den Bund erschwert werden?,AGAINST,0,8bfa60f8d599,Immigration,new_comments_defr,"Non, dans certaines communautés, les citoyens sont déjà aujourd'hui une ruelle indigne"
117591,de,19,"Soll die Schweiz vermehrt Flüchtlingsgruppen aufnehmen, für die das UN-Flüchtlingshilfswerk (UNHCR) Aufnahmeländer sucht (sog. Kontingentsflüchtlinge)?",FAVOR,100,8bfa60f8d599,Immigration,new_comments_defr,"Pour un pays comme la Suisse avec une grande tradition humanitaire, il n'y a aucun doute !"
117592,de,20,Eine Volksinitiative möchte die Zuwanderung regulieren und das migrationsbedingte Bevölkerungswachstum auf 0.2% pro Jahr beschränken. Unterstützen Sie diese Initiative?,AGAINST,0,8bfa60f8d599,Immigration,new_comments_defr,"S'il n'y avait pas suffisamment d'emplois et de logements en Suisse, il y aurait moins d'immigrants."
117593,de,21,"Sollen gleichgeschlechtliche Paare, die in eingetragener Partnerschaft leben, Kinder adoptieren dürfen?",FAVOR,100,8bfa60f8d599,Society,new_comments_defr,"Pour les enfants, l'amour, l'attention et la fiabilité comptent avant tout."
117594,de,22,Soll der Konsum von weichen und harten Drogen sowie deren Besitz für den Eigengebrauch legalisiert werden?,FAVOR,100,8bfa60f8d599,Security,new_comments_defr,"Beaucoup de politiciens mexicains, y compris la DEA, considèrent maintenant que c'est le seul moyen efficace de lutter contre la mafia de la drogue et, par conséquent, contre la consommation de drogue."
117596,de,24,"Würden Sie es befürworten, wenn in der Schweiz die direkte aktive Sterbehilfe durch einen Arzt straffrei möglich wäre?",AGAINST,0,8bfa60f8d599,Society,new_comments_defr,"L'abus serait probablement massif et l'aide active à la mort devrait être rejetée pour des raisons éthiques, mais les soins palliatifs doivent encore être étendus."
117597,de,25,Würden Sie die Einführung einer Frauenquote in Verwaltungsräten börsenkotierter Unternehmen befürworten?,FAVOR,75,8bfa60f8d599,Society,new_comments_defr,"L'égalité des chances doit être encouragée et l'offre de soins, d'écoles journalières, etc. doit être élargie."
117598,de,26,Die Schweiz kennt relativ strenge Regelungen bei der Fortpflanzungsmedizin. Sollten diese gelockert werden?,AGAINST,0,8bfa60f8d599,Society,new_comments_defr,C'est peut-être trop grave ici aussi. Des bébés de design et quoi d'autre?
117599,de,27,Soll die Möglichkeit der Pauschalbesteuerung von ausländischen Bürger/innen in allen Kantonen abgeschafft werden?,FAVOR,100,8bfa60f8d599,Finances,new_comments_defr,"Oui, parce que cela va à l'encontre de l'égalité des droits. Je suis pour la justice fiscale et je voudrais une réforme fiscale radicale!"
117600,de,28,"Würden Sie es begrüssen, wenn der Steuerwettbewerb zwischen den Kantonen grundsätzlich stärker beschränkt würde?",FAVOR,100,8bfa60f8d599,Finances,new_comments_defr,"Je souhaite une réforme fiscale radicale, en particulier parce que la concurrence fiscale entre les cantons s'intensifie et que même les politiciens bourgeois sont désormais effrayés."
117601,de,29,"Eine Volksinitiative möchte die Benachteiligung von Ehepaaren im Vergleich zu anderen Formen des Zusammenlebens bei Steuern und Renten (Heiratsstrafe) abschaffen. Dabei sollen Ehepaare weiterhin als Wirtschaftsgemeinschaft betrachtet werden und ihr Einkommen gemeinsam versteuern (bspw. nach dem ""Splitting-Modell""). Unterstützen Sie dies?",FAVOR,75,8bfa60f8d599,Finances,new_comments_defr,Toutes les réglementations spéciales que connaît le système fiscal actuel réclament une réorganisation - c'est-à-dire une réforme fiscale radicale !
117602,de,30,Haben für Sie Senkungen der Bundessteuern in den nächsten vier Jahren Priorität?,AGAINST,0,8bfa60f8d599,Finances,new_comments_defr,Je suis aussi pour une réforme fiscale fondamentale.
117604,de,32,Befürworten Sie die Einführung eines für alle Arbeitnehmenden gültigen Mindestlohnes von 3'800 CHF (für eine 100%-Stelle / 40h-Woche)?,FAVOR,100,8bfa60f8d599,Economy,new_comments_defr,"Je pense que c'est un moyen efficace de lutter contre le dumping des salaires, à condition que le contrôle fonctionne aussi."
117605,de,33,Sind Sie für eine vollständige Liberalisierung der Ladenöffnungszeiten (Geschäfte können die Öffnungszeiten nach freiem Ermessen festlegen)?,AGAINST,0,8bfa60f8d599,Economy,new_comments_defr,"Non, précisément parce que j'ai ma propre boutique, je sais que ce n'est pas bon pour le petit - et je ne pense pas qu'une société 24 heures sur 24 soit souhaitable!"
117606,de,34,"Sollen Unternehmen mit mehr als 250 Beschäftigten verpflichtet werden, behinderten Personen Arbeitsplätze anzubieten?",FAVOR,100,8bfa60f8d599,Economy,new_comments_defr,"Si ce n'est pas volontairement, il faut trouver des réglementations."
117607,de,35,Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,FAVOR,100,8bfa60f8d599,Foreign Policy,new_comments_defr,"Oui, encore une fois, il s'agit de justice fiscale. Les impôts doivent être payés là où ils sont. L'évasion fiscale n'est pas un crime cavalier. Et comme le dit Warren Buffett, l'un des hommes les plus riches du monde de nos jours: les gens riches doivent payer plus d'impôts, pas moins!"
117608,de,36,"Soll die Post verpflichtet werden, ein flächendeckendes Poststellennetz aufrechtzuerhalten?",FAVOR,100,8bfa60f8d599,Economy,new_comments_defr,"Oui, c'est certain, mais comme c'est déjà le cas dans de nombreux villages, elle peut être logée dans un magasin local d'aliments."
117609,de,37,"Eine Volksinitiative will festlegen, dass innerhalb eines Unternehmens der höchste Lohn maximal dem Zwölffachen des kleinsten Lohnes entsprechen darf (1:12-Initiative). Unterstützen Sie dieses Anliegen?",FAVOR,100,8bfa60f8d599,Economy,new_comments_defr,"Si l'on considère un salaire minimum de 3800 francs - 45'600 francs par mois - c'est encore beaucoup d'argent, on gagne plus d'un demi-million par an."
117610,de,38,"Der Bundesrat will für systemrelevante Grossbanken verschärfte Regulierungen (z.B. Eigenkapitalvorschriften) einführen, die über die international üblichen Vorschriften hinausgehen (sogenannte ""Too-big-to-fail“-Problematik). Unterstützen Sie dies?",FAVOR,100,8bfa60f8d599,Economy,new_comments_defr,"La déréglementation des dernières années ayant conduit à la grande crise financière, il est impératif que la réglementation soit renforcée, mais ce n'est pas suffisant si l'ensemble du système n'est pas modifié."
117611,de,39,Heute werden 1% aller Direktzahlungen zur Förderung der Bio-Produktion aufgewendet. Sollte dieser Anteil im Rahmen der Agrarpolitik 2014–2017 zulasten der konventionellen Landwirtschaftsbetriebe erhöht werden?,FAVOR,100,8bfa60f8d599,Economy,new_comments_defr,Les engrais et les pesticides nuisent à l'homme et à l'environnement.
117612,de,40,Soll in der Schweiz anstelle des freien Milchmarktes wieder eine zentrale Mengensteuerung der Milchproduktion eingeführt werden?,FAVOR,75,8bfa60f8d599,Economy,new_comments_defr,Il semble que l'auto-responsabilité ne fonctionne pas comme on l'espérait et c'est pourquoi il est difficile pour les agriculteurs d'obtenir des prix justes du lait.
117613,de,41,Soll das geltende Moratorium für gentechnisch veränderte Pflanzen und Tiere in der Schweizer Landwirtschaft über 2013 hinaus verlängert werden?,FAVOR,100,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,Je suis contre l'artisanat de la nature.
117614,de,42,Der Bundesrat möchte bis spätestens 2034 aus der Atomenergie aussteigen (d.h. die bestehenden Atomkraftwerke werden stillgelegt und keine neuen mehr gebaut). Unterstützen Sie dieses Vorhaben?,FAVOR,100,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,"Le problème de l'énergie nucléaire, contrairement aux affirmations des partisans, n'est pas une énergie propre. Cela commence déjà par l'extraction d'uranium."
117615,de,43,"Befürworten Sie die Einführung einer CO2-Abgabe auf Treibstoffe, wenn die Schweiz die eigenen Klimaschutzziele nicht erreicht?",FAVOR,100,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,"En tout état de cause, il faudrait le faire le plus rapidement possible pour atteindre les objectifs climatiques."
117616,de,44,"Eine Volksinitiative fordert, dass die Gesamtfläche der Bauzonen in der Schweiz für die nächsten 20 Jahre auf dem heutigen Stand begrenzt wird. Befürworten Sie dieses Anliegen?",FAVOR,100,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,"Il s'agit de l'initiative populaire ""Espace pour l'homme et la nature"" appelée ""Initiative paysagère"". Elle s'oppose à la colonisation de la Suisse et demande une meilleure protection des terres culturelles."
117617,de,45,"Befürworten Sie eine Lockerung der Schutzbestimmungen für Grossraubtiere (Luchs, Wolf, Bär)?",AGAINST,0,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,"La Suisse n'est pas grande et densément peuplée, et c'est pourquoi les loups, les loups et les ours entrent automatiquement en contact avec les humains. Nous ne pouvons pas offrir une grande réserve de faune - ce qui serait certainement mieux pour les animaux!"
117618,de,46,"Sollen für den Bau und den Ausbau von Wind-, Solar- und Wasserkraftwerken die Vorschriften des Umwelt- und Landschaftsschutzes gelockert werden?",AGAINST,0,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,"Dans tous les cas, mais pas de façon générale, l'économie d'énergie doit être la première priorité - nous ne pouvons pas continuer comme avant!"
117619,de,47,Sollen sich Bahnfahrer/innen in Zukunft durch höhere Billettpreise stärker an den Kosten des Ausbaus und Unterhalts des Schienennetzes beteiligen?,AGAINST,0,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,Tout devrait être fait pour inciter les gens à passer à l'OeV - les prix des billets plus élevés sont le mauvais chemin!
117620,de,48,Sollen stark befahrene Autobahnabschnitte (z.B. Bern–Zürich oder Lausanne–Genf) ausgebaut werden?,AGAINST,0,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,"Non, les fonds nécessaires devraient mieux être consacrés à l'expansion et à l'entretien du réseau ferroviaire."
117621,de,49,"Würden Sie es befürworten, wenn ab der Eröffnung der NEAT (2017) der Gotthard-Strassentunnel für den alpenquerenden Lastwagenverkehr gesperrt werden würde?",FAVOR,100,8bfa60f8d599,Infrastructure & Environment,new_comments_defr,"Il y a des conditions, non seulement pour des raisons écologiques, mais aussi pour des raisons de sécurité."
117625,de,6,Die Invalidenversicherung spricht bei nicht objektiv nachweisbaren Schmerzstörungen (z.B. als Folge eines Schleudertraumas) keine IV-Renten mehr zu. Finden Sie dies richtig?,AGAINST,0,8bfa60f8d599,Welfare,new_comments_defr,Les personnes handicapées semblent également être un mythe populaire et leur proportion de la population est faible. Imaginez que vous ayez besoin d'une pension intraveineuse (pas apparemment) et que vous ne l'obtiendrez pas!
117627,de,54,"Der Bundesrat schlägt vor, den Bestand der Armee von heute 190'000 auf 80'000 Mann zu reduzieren. Unterstützen Sie diesen Vorschlag?",FAVOR,100,8bfa60f8d599,Security,new_comments_defr,"Je suis très favorable à cela, surtout parce que l'on pourrait mieux utiliser l'argent économisé."
117628,de,55,In den letzten Jahren wurden die Regeln zum Erwerb und Besitz von Waffen verschärft. Begrüssen Sie diese Entwicklung?,FAVOR,100,8bfa60f8d599,Security,new_comments_defr,Je regrette vivement que l'initiative de protection des armes n'ait pas été adoptée et je salue en principe tout renforcement dans ce sens!
117629,de,56,Soll das Jugendstrafrecht in Zukunft mehr Gewicht auf das Verbüssen längerer Haftstrafen in geschlossenen Anstalten als auf Resozialisierungsmassnahmen legen?,AGAINST,0,8bfa60f8d599,Security,new_comments_defr,"Pour la délinquance des jeunes, il y a des raisons sociales qui ne sont pas traitées avec la répression. Mais si nous investissons dans l'égalité des chances et l'éducation, nous pouvons ainsi réduire le taux."
117630,de,58,"Sollen die Befugnisse der Sicherheitsbehörden zur präventiven Überwachung des Post-, Telefon- und E-Mail-Verkehrs ausgeweitet werden?",AGAINST,25,8bfa60f8d599,Security,new_comments_defr,"En cas d'urgence, les pouvoirs devraient être étendus, mais pas généralement."
117631,de,57,"Finden Sie es richtig, dass die Armee polizeiliche Aufgaben im Innern wahrnimmt (z.B. bei der Bewachung von Botschaften und Konsulaten, beim Grenzschutz oder bei Grossanlässen wie dem WEF)?",AGAINST,0,8bfa60f8d599,Security,new_comments_defr,"Je pense que c'est très délicat, parce qu'il manque un ennemi extérieur et que, heureusement, il semble que l'armée ait besoin d'autres champs d'action."
117632,de,59,Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,AGAINST,25,8bfa60f8d599,Foreign Policy,new_comments_defr,"Les négociations d'adhésion ne doivent pas avoir lieu au-delà des têtes de la population, mais il faudrait d'abord un cours de crash qui rapprochera les avantages et les inconvénients de la population en général."
117633,de,60,Soll die Schweiz ein Agrarfreihandelsabkommen mit der EU abschliessen?,AGAINST,0,8bfa60f8d599,Foreign Policy,new_comments_defr,Soutenir l'agriculture suisse est pour moi une priorité absolue.
117634,de,61,Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,FAVOR,100,8bfa60f8d599,Immigration,new_comments_defr,"Nous voulons une croissance "" sans frontières "" dans un monde limité - ce n'est pas possible ! On ne peut pas échapper à la "" fièvre et etc "". En fin de compte, ce sont les Suisses qui offrent et profitent du travail et du logement !"
117635,de,63,"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",FAVOR,75,8bfa60f8d599,Foreign Policy,new_comments_defr,"Le fait d'être strictement neutre serait bienvenu, mais il est difficile de le mettre en œuvre si, avec ses banques, on s'offre en même temps comme une horde d'argent pour l'évasion fiscale et la dictature!"
117636,de,62,Die Schweizer Armee kann heute zum Selbstschutz bewaffnet bei friedenserhaltenden Einsätzen unter UNO- oder OSZE-Mandat im Ausland eingesetzt werden. Befürworten Sie dies?,AGAINST,25,8bfa60f8d599,Foreign Policy,new_comments_defr,La Suisse peut et d'autres doivent - alors je suis coincé !
117776,de,39,Heute werden 1% aller Direktzahlungen zur Förderung der Bio-Produktion aufgewendet. Sollte dieser Anteil im Rahmen der Agrarpolitik 2014–2017 zulasten der konventionellen Landwirtschaftsbetriebe erhöht werden?,FAVOR,75,487031daa93d,Economy,new_comments_defr,"La question est si erronée, avec des cotisations par unité aussi élevées, par exemple, mais avec un plus grand nombre d'exploitations biologiques, cela signifie déjà une augmentation des ressources fédérales en faveur de l'agriculture biologique et moins de ressources pour l'agriculture conventionnelle, car le cadre financier global est limité."
117777,de,40,Soll in der Schweiz anstelle des freien Milchmarktes wieder eine zentrale Mengensteuerung der Milchproduktion eingeführt werden?,AGAINST,25,487031daa93d,Economy,new_comments_defr,"Un contrôle collectif de l'État: non, mais un contrôle collectif de l'ordre privé, décidé par l'organisation du secteur, de nature universellement contraignante"
117802,de,4,"Soll zusätzlich zur bestehenden Mutterschaftsversicherung ein 24-wöchiger Elternurlaub (""Elternzeit"") eingeführt werden?",FAVOR,75,86f0cd0acdbf,Welfare,new_comments_defr,Il faudrait concilier l'assurance maternité avec une solution globale.
117804,de,11,Befürworten Sie die Harmonisierung von Lehrplänen zwischen den Kantonen (z.B. durch die Projekte Lehrplan 21 oder PER)?,FAVOR,100,86f0cd0acdbf,Education,new_comments_defr,"Les avantages, tels qu'une meilleure comparabilité et des ajustements moindres lors des déménagements, sont évidents."
