question,id,question_id,language,comment,label,numerical_label,author,topic
"Die Integrationsschule sieht vor, Kinder mit Lernschwierigkeiten oder Behinderungen in den normalen Klassen zu schulen.",49473,3426,fr,Die Arbeitskräfte müssen auch materielle und berufliche Mittel haben.,FAVOR,100,f3c6b9f8143f,Education
Sollten unpapierte Personen einen regelmäßigen Aufenthaltsstatus leichter erhalten können?,49474,3429,fr,"Besonders solche, die schon lange arbeiten.",FAVOR,100,f3c6b9f8143f,Immigration
Sollte die Konföderation die Ausländer in ihrer Integration stärker unterstützen?,49475,3391,fr,Alle können kostenlos in der Sprache unterrichtet werden,FAVOR,100,f3c6b9f8143f,Immigration
Sollte der Konsum von Cannabis legalisiert werden?,49476,3392,fr,"Dies würde Verbraucherkriminalität und den Handel und deren Folgen (Kriminalität, Narko-Tradiker-Netzwerke, Finanzausammlungen, Mafia) verhindern.",FAVOR,100,f3c6b9f8143f,Society
"Glauben Sie, dass die Senkung der Steuern auf Bundesebene eine Priorität für die nächsten vier Jahre ist?",49478,3436,fr,"Die Erhöhung des IWF für hohe Einkommen (mehr als eine halbe Million Franken) erscheint mir jedoch als eine Priorität, um die steigenden Einkommensunterschiede zu bekämpfen.",AGAINST,0,f3c6b9f8143f,Finances
Sind Sie für eine weitere Reduzierung der Beiträge der finanziell starken und schwachen Kantone im Rahmen der finanziellen Gleichstellung?,49479,3437,fr,"Die Steuerwettbewerb der reichen Kantone macht es nicht einfach, eine gerechte Gleichung zu schaffen",AGAINST,0,f3c6b9f8143f,Finances
Sollten verheiratete Paare als Einzelpersonen besteuert werden (Einzelsteuer)?,49480,3438,fr,Die Erreichung von Gleichstellung ist auch eine Voraussetzung für die,FAVOR,100,f3c6b9f8143f,Finances
Sind Sie für eine Begrenzung des Wettbewerbs zwischen den Kantonen in Bezug auf die Steuervergabe von Unternehmen?,49481,3439,fr,"Die Steuerwettbewerb geht nur nach unten, was zu Haushaltsrückständen in den Kantonen führt und die interkantonale Gleichung verfälscht.",FAVOR,100,f3c6b9f8143f,Finances
Sollten Privathaushalte frei ihren Stromversorger wählen können (vollständige Liberalisierung des Strommarktes)?,49482,3440,fr,"Die Liberalisierung bringt erst erst die großen Unternehmen und die großen Verbraucher zum Nutzen, was eine ökologische Abweichung ist.",AGAINST,0,f3c6b9f8143f,Economy
"Sind Sie für die Einführung eines Mindestlohns von CHF 4000 für alle Personen, die für eine Vollzeitstelle arbeiten?",49483,3441,fr,In vielen Regionen ist dieses Gehaltsniveau heute unzureichend.,FAVOR,100,f3c6b9f8143f,Economy
Würden Sie eine vollständige Liberalisierung der Ladenzeit befürworten?,49484,3443,fr,Die Zeitplanung der Vertriebs- und Logistikpersonal ist zu lang und zu unregelmäßig für ein würdiges soziales und familiäres Leben. Der Überkonsum und die ständige Steigerung des Umsatzes der großen Handelsgruppen müssen blockiert werden.,AGAINST,0,f3c6b9f8143f,Economy
Sollte der Schutz vor Entlassungen älterer Arbeitnehmer stärker werden?,49485,3444,fr,"Nach 50 Jahren sollte jede Entlassung verboten werden, und bei Schließung sollte ein unbegrenztes Recht auf Arbeitslosengeld bis zum Ruhestandalter vorgesehen werden.",FAVOR,100,f3c6b9f8143f,Economy
Soll die Erweiterung des Mobilfunknetzes nach dem 5G-Standard weitergehen?,49486,3446,fr,Die Schwierigkeiten der derzeitigen 3G- und 4G-Netzwerke sollten ebenfalls untersucht werden.,AGAINST,0,f3c6b9f8143f,Digitisation
"Eine Initiative fordert, dass die Schweiz ab 2050 nicht mehr fossil benötigt.",49487,3448,fr,"Die Energieversorgung durch die Sonne, die Energieeinsparungen und die Verringerung des Massenverbrauchs würden dieses Ziel erreichen, das unbedingt notwendig ist, um eine würdige Zukunft für die zukünftige Menschheit zu sichern.",FAVOR,100,f3c6b9f8143f,Infrastructure & Environment
Sollten die hochvertriebenen Autobahnhöfen auf sechs Strecken erweitert werden?,49489,3451,fr,Der Einzelverkehr sollte durch die Entwicklung von öffentlichen und öffentlichen Verkehrsmitteln reduziert werden.,AGAINST,0,f3c6b9f8143f,Infrastructure & Environment
Sollten die Maßnahmen zur Biodiversitätsschutz (z. B. strengere Regeln für Bau außerhalb der bestehenden Baugebiete) erweitert werden?,49491,3456,fr,"Biodiversität ist kein Luxus für ein paar privilegierte Gebiete (Parks, Reservate) sondern eine ständige und globale Notwendigkeit.",FAVOR,100,f3c6b9f8143f,Infrastructure & Environment
"Eine Initiative fordert, dass die Verantwortung der Schweizer Unternehmen für die Achtung der Menschenrechte und der Umweltnormen im Ausland verstärkt wird.",49493,3470,fr,"Es ist merkwürdig, dass die Schweizer Unternehmen dies nicht auf eigene Initiative tun",FAVOR,100,f3c6b9f8143f,Foreign Policy
Sind Sie für die Bewerbung der Schweiz für einen Sitz im UN-Sicherheitsrat?,49494,3471,fr,"Der Sicherheitsrat ist eine Struktur, die verschwinden sollte, da er einigen Staaten auf internationaler Ebene verschiedene Befugnisse gibt.",AGAINST,0,f3c6b9f8143f,Foreign Policy
Sind Sie für eine Erhöhung des Rentenalters (z.B. auf 67 Jahre)?,49551,3412,fr,"Die Frage nach dem Argument ""Männer arbeiten länger als Frauen"" ist nicht zu übernehmen.",AGAINST,25,208bb97c45fb,Welfare
Sollten die Renten der Rente an die Verlängerung der Lebenserwartung angepasst werden (Verringerung des Umrechnungstests)?,49552,3415,fr,"Es wäre interessant, das System der drei Säulen neu zu überdenken und sich tendenziell auf ein System zu verweisen, das die Umverteilung der in der Schweiz geschaffenen Reichtümer fördert (Solidarität der Besseren gegenüber den Minderbesten).",AGAINST,25,208bb97c45fb,Welfare
Sollte der Staat sich stärker für eine Gleichberechtigung der Bildungschancen einsetzen (z.B. durch subventionierte Nachholkurse für Schüler aus niedrigen Einkommen)?,49554,3423,fr,Eine großzügiger Stipendienpolitik muss auch vorgestellt werden.,FAVOR,100,208bb97c45fb,Education
Sind Sie für eine weitere Verhärtung des Asylrechts?,49555,3430,fr,"Es ist Zeit, sich zu fragen: Hören Sie auf, die Dummheit und die Übelkeit einiger Parteien, ja, mehr Menschheit!",AGAINST,0,208bb97c45fb,Immigration
Sollte der Konsum von Cannabis legalisiert werden?,49556,3392,fr,Durch die Verknüpfung von Informations- und Dialog-basierten Präventionspolitiken mit Jugendlichen.,FAVOR,100,208bb97c45fb,Society
"Sind Sie für die Einführung eines Mindestlohns von CHF 4000 für alle Personen, die für eine Vollzeitstelle arbeiten?",49557,3441,fr,"Es ist notwendig, daß in jeder Branche eine KMU vorgeschrieben wird, aber auch einen offeneren Dialog zwischen den Gewerkschaften und den Vertretern der sehr kleinen Unternehmen, die selbst und selbst leiden, erforderlich ist.",FAVOR,75,208bb97c45fb,Economy
"Die Kommission hat die Kommission mit der Kommission übermittelt, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit zur Durchführung der Maßnahmen zur Förderung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der",49559,3449,fr,"Und sie zu Forschungsprojekten zuweisen, die Alternativen zum Wärmeantrieb entwickeln.",FAVOR,100,208bb97c45fb,Infrastructure & Environment
Sollte die Schweiz ein Freihandelsabkommen mit den USA schließen?,49562,3469,fr,"Solange Trump Präsident ist, scheint das mir eine falsche gute Idee.",AGAINST,0,208bb97c45fb,Foreign Policy
Sind Sie für die Bewerbung der Schweiz für einen Sitz im UN-Sicherheitsrat?,49563,3471,fr,"Wenn wir einen Leiter finden, der besser ausfällt als Mr. Cassis.",FAVOR,100,208bb97c45fb,Foreign Policy
Sollte der Staat sich stärker für eine Gleichberechtigung der Bildungschancen einsetzen (z.B. durch subventionierte Nachholkurse für Schüler aus niedrigen Einkommen)?,52191,3423,fr,"Die Ausbildung ist die Grundlage unserer Gesellschaft. Eine unerziehende Person bleibt unabhängig von ihrem Alter immer am Schlüssel. Dies ist besonders wichtig, wenn man jung ist. Aber Weiterbildung ist auch im gesamten Berufsleben und auch danach absolut unerlässlich.",FAVOR,100,440d4ce90a4b,Education
Soll die Erweiterung des Mobilfunknetzes nach dem 5G-Standard weitergehen?,52192,3446,fr,"Es ist nicht so lange, bis wir die Auswirkungen von 5G auf die Gesundheit kennen und es ist nicht die sogenannte Bundesuntersuchung, die uns eine zufriedenstellende Antwort auf diese Frage geben wird. Wirkliche Tests sollten von Schweizer Universitäten oder Hochschulen durchgeführt werden, ohne dass die Industrie sie unterstützt. Wenn diese Analysen dann sagen, dass die Auswirkungen gering sind, stimme ich zu, 5G in die Schweiz einzuführen.",AGAINST,0,440d4ce90a4b,Digitisation
Sollten Online-Dienstplattformen (z. B. Airbnb-Hosting oder Uber-Taxis) strengere Regulierungen erfolgen?,52193,3447,fr,"Die Sozialleistungen müssen vom Unternehmen gezahlt werden, um die AVS und die AI zu gewährleisten.",FAVOR,100,440d4ce90a4b,Digitisation
"Die Kommission hat die Kommission mit der Kommission übermittelt, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit zur Durchführung der Maßnahmen zur Förderung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der",52194,3449,fr,"Die CO2-Steuer ist nicht ideal. Es sollte Unternehmen verboten werden, das Recht zu kaufen, um zu verschmutzen, indem sie eine Steuer in der Schweiz zahlen. Wir müssen die Abhängigkeit von fossilen Energien reduzieren, bis wir sie vollständig beseitigen. Es gibt Methoden. Die Regierung muss die Industrie dazu zwingen können, sie zu verwenden.",FAVOR,75,440d4ce90a4b,Infrastructure & Environment
Sollten die hochvertriebenen Autobahnhöfen auf sechs Strecken erweitert werden?,52195,3451,fr,Die öffentlichen Dienste müssen verbessert und günstiger gemacht werden.,AGAINST,25,440d4ce90a4b,Infrastructure & Environment
Sollte die derzeitige Moratorium auf genetisch veränderte Pflanzen und Tiere über 2021 hinaus verlängert werden?,52197,3454,fr,"Die Experten für GVO wurden nur von den Unternehmen, die sie herstellen, vor allem von den Richtern und den Parteien durchgeführt.",FAVOR,100,440d4ce90a4b,Infrastructure & Environment
"Sollten die Direktzahlungen nur auf den Betrieben gewährt werden, die einen umfangreichen ökologischen Bilanz liefern (z. B. die Verzicht auf die Verwendung von Synthesengewässern und die Einschränkung des Einsatzes von Antibiotika)?",52198,3455,fr,"Die Landwirte sollten ihre eigenen Praktiken und den Status der Landbesitz, den sie ihren Kindern hinterlassen, im Auge behalten. Aber nicht alle Schweizer können sich Bioprodukte leisten. Und das ist schade. Deshalb ist die vollständige Abschaffung der Direktzahlungen für den Moment nicht eine denkbare Lösung.",AGAINST,25,440d4ce90a4b,Infrastructure & Environment
Sollte die von dem Bundesrat vorgeschlagene Verschärfung der Bedingungen für die Zulassung zum Dienst aufgehoben werden?,52202,3461,fr,"Ich schlage vor, dass wir die Miliz aufhören und eine Profiarmee machen, mit einem Drittel oder einem Viertel der derzeitigen Belegschaft. Wir wären besser verteidigt und hätten weniger Schusswaffen im Land. Kosteneinsparungen.",AGAINST,0,440d4ce90a4b,Security
Sollte der Export von Kriegsmaterial aus der Schweiz verboten werden?,52203,3462,fr,"Waffen in Kriegsländer zu exportieren ist eine Schande, die von der Regierung toleriert wird, die diese Praktiken mit dem Hingabe verschließt. Ein selbstgebuchtes, neutrales Land wie die Schweiz hat kein Recht, Waffen zu exportieren oder gar zu produzieren. Aber es wird sich annehmen, dass es großes Geld bringt und der ICRC die amputierten Kinder behandeln wird! Dieser Zynismus wütet mich.",FAVOR,100,440d4ce90a4b,Security
Sollte die Schweiz ein Freihandelsabkommen mit den USA schließen?,52205,3469,fr,Wenn wir dann von US-Unternehmen wegen unserer mangelnden Einkäufe rechtliche Angriffe erleiden müssen...,AGAINST,25,440d4ce90a4b,Foreign Policy
"Eine Initiative fordert, dass die Verantwortung der Schweizer Unternehmen für die Achtung der Menschenrechte und der Umweltnormen im Ausland verstärkt wird.",52206,3470,fr,"Die Gesellschaft verschmutzt ganze Regionen und macht die Bevölkerung im Ausland Sklaven, indem sie in der Schweiz die Hände weiß hält.",FAVOR,100,440d4ce90a4b,Foreign Policy
Sind Sie für eine Erhöhung des Rentenalters (z.B. auf 67 Jahre)?,54850,3412,fr,"Die Bevölkerung muß mit dem Alterungssystem eine Reform einhergehen, die nachhaltiger und flexibler sein muss.",FAVOR,75,ab0c757e40b9,Welfare
Sollte der Staat seine finanzielle Unterstützung für die Schaffung von Außengehörigen-Zufluchtseinrichtungen verstärken?,54851,3413,fr,"Wir müssen in der Lage sein, die Familie und die Arbeit zu vereinen, und manchmal durch Wahl, manchmal durch Verpflichtung, muss das System uns helfen, in die Arbeitswelt zurückzukehren, ohne unsere familiäre Umgebung zu beanspruchen.",FAVOR,100,ab0c757e40b9,Welfare
"Die Kommission hat sich in der Lage gemacht, die Kommission zu unterstützen, die Kommission zu unterstützen.",54852,3414,fr,"Der Elternurlaub muss in unser System eingeführt werden, zumindest muss er den Eltern eine vollständige Zeit freigeben, die sie sich verteilen können.",FAVOR,75,ab0c757e40b9,Welfare
Sollten die Renten der Rente an die Verlängerung der Lebenserwartung angepasst werden (Verringerung des Umrechnungstests)?,54853,3415,fr,"Wie bei unserer ersten Säule müssen wir unsere zweite Säule reformieren, um sie nachhaltiger zu gestalten.",FAVOR,75,ab0c757e40b9,Welfare
"Unterstützen Sie die Maßnahmen auf Kantonebene, um Sozialhilfe zu reduzieren?",54854,3416,fr,Die Unterstützung der Begünstigten muß vor allem verstärkt werden.,AGAINST,0,ab0c757e40b9,Welfare
Sollte der Staat sich stärker für eine Gleichberechtigung der Bildungschancen einsetzen (z.B. durch subventionierte Nachholkurse für Schüler aus niedrigen Einkommen)?,54859,3423,fr,Die Chancen müssen gleich verteilt werden.,FAVOR,75,ab0c757e40b9,Education
"Glauben Sie, dass es gerecht ist, dass Schulen Schulvergünstigungen für bestimmte Themen oder Veranstaltungen (z. B. Sport oder Sexualerziehung) aus religiösen Gründen gewährt?",54860,3424,fr,"Ein Kind sollte das Recht auf Sport und sexuelle Erziehung haben, unabhängig von seiner Religion.",AGAINST,0,ab0c757e40b9,Education
"Die Integrationsschule sieht vor, Kinder mit Lernschwierigkeiten oder Behinderungen in den normalen Klassen zu schulen.",54862,3426,fr,"Jüngere Lernschwierigkeiten oder Behinderungen lehren Beziehungsqualitäten wie Hilfe, Toleranz und Respekt.",FAVOR,75,ab0c757e40b9,Education
Sollten gleichgeschlechtliche Paare in allen Bereichen die gleichen Rechte haben wie heterosexuelle Paare?,54863,3432,fr,"Alle müssen frei leben, die ""Unterschiede"" nicht mehr beurteilt werden und unsere Gesellschaft muss die Persönlichkeiten der einzelnen akzeptieren.",FAVOR,100,ab0c757e40b9,Society
Sind Sie für eine weitere Reduzierung der Beiträge der finanziell starken und schwachen Kantone im Rahmen der finanziellen Gleichstellung?,54866,3437,fr,"Das Gleichgewicht ist ein gutes System, um Reichtum zu verteilen und auszugleichen.",AGAINST,25,ab0c757e40b9,Finances
Sollten Privathaushalte frei ihren Stromversorger wählen können (vollständige Liberalisierung des Strommarktes)?,54867,3440,fr,Die Erneuerbare Energie sollte vor allem durch die Bereitstellung von Energie für die meisten Menschen weiterentwickelt werden.,FAVOR,75,ab0c757e40b9,Economy
"Sollte die Schweizer Unternehmen besser vor dem Risiko von Auslandsinvestoren geschützt werden, Investitionskontrollen einzuführen?",54868,3442,fr,Ein ausländischer Käufer ist ein schlechter Anleger?,AGAINST,25,ab0c757e40b9,Economy
"Sollte die Konföderation die Angebot von öffentlichen Dienstleistungen (z. B. öffentlicher Verkehr, Post) in ländlichen Gebieten stärker unterstützen?",54869,3445,fr,Eine Senkung der Preise für den öffentlichen Verkehr ist ein Anreiz für den Einsatz von öffentlichen Verkehrsmitteln.,FAVOR,75,ab0c757e40b9,Economy
Sollten Online-Dienstplattformen (z. B. Airbnb-Hosting oder Uber-Taxis) strengere Regulierungen erfolgen?,54870,3447,fr,"Es ist wichtig, daß wir einen Weg finden, um unlauteren Wettbewerb in diesem Sektor zu vermeiden.",AGAINST,25,ab0c757e40b9,Digitisation
Sollten die hochvertriebenen Autobahnhöfen auf sechs Strecken erweitert werden?,54872,3451,fr,"Die Straßen sollten nicht erweitert werden, sondern die Fahrzeugzahl verringert werden, indem die Mobilität soweit möglich ermutigt wird.",AGAINST,0,ab0c757e40b9,Infrastructure & Environment
"Sind Sie für eine Linderung der derzeitigen Schutzmaßnahmen für große Raubtiere (Lynx, Wolf, Bär)?",54873,3453,fr,"Man muss einen Weg finden, zusammenzuleben, ohne Spezies und Menschen zu beanspruchen.",AGAINST,25,ab0c757e40b9,Infrastructure & Environment
"Sollten die Direktzahlungen nur auf den Betrieben gewährt werden, die einen umfangreichen ökologischen Bilanz liefern (z. B. die Verzicht auf die Verwendung von Synthesengewässern und die Einschränkung des Einsatzes von Antibiotika)?",54874,3455,fr,Die Verzicht auf Pestizide und die Einschränkung des Einsatzes von Antibiotika führen zu einer Erhöhung der Arbeitskräfte.,FAVOR,75,ab0c757e40b9,Infrastructure & Environment
Sind Sie für strengere Tierschutzvorschriften für die Haltung von Rententieren (z.B. ständiger Zugang zu Außenräumen)?,54875,3457,fr,Ich möchte eine menschlichere Welt für die Behandlung von Rententieren.,FAVOR,100,ab0c757e40b9,Infrastructure & Environment
Sollte die Schweiz ein Freihandelsabkommen mit den USA schließen?,54877,3469,fr,"Ja, wenn diese Vereinbarung eine Transparenz und Rückverfolgbarkeit des Produkts vorschlägt.",FAVOR,75,ab0c757e40b9,Foreign Policy
"Die Kommission hat sich in der Lage gemacht, die Kommission zu unterstützen, die Kommission zu unterstützen.",55201,3414,fr,Ich bin für die Einführung eines viel längeren Elternurlaubs.,FAVOR,100,edd174120a8c,Welfare
"Die Kommission hat die Kommission mit der Kommission übermittelt, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit hat, die Kommission zu prüfen, ob die Kommission die Möglichkeit zur Durchführung der Maßnahmen zur Förderung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der Verringerung der",57092,3449,fr,Die Kommission hat die Kommission mit der Kommission über die Durchführung der Maßnahmen zur Förderung der Zusammenarbeit in der Europäischen Union (EFTA) und der Europäischen Union (EFTA) unterbreitet.,FAVOR,75,a2b13aae687c,Infrastructure & Environment
Sollten zusätzlich zu der bestehenden Mutterschaftsversicherung mehrere Wochen bezahlter Elternzeit eingeführt werden?,72298,1435,fr,"Die Arbeitgeber müssen sich nicht auf die staatliche Verpflichtung konzentrieren, sondern sie müssen in Zusammenarbeit mit den Arbeitgebern realisieren.",AGAINST,25,dc9c44a99650,Welfare
"Sollte der Umrechnungssatz, der die Höhe des LPP-Renten (zweiter Pfeiler) regelt, an die Verlängerung der Lebenserwartung angepasst und von 6,8% auf 6,0% gesenkt werden?",72299,1438,fr,"Ich bin dafür, dass die Lebensdauer steigt und die künftigen Generationen nicht dafür bezahlt werden.",FAVOR,100,dc9c44a99650,Welfare
Sollte der Staat sich stärker für eine Gleichberechtigung der Bildungschancen einsetzen (z.B. mit Kupons für Nachholkurse für Schüler aus niedrigen Einkommen)?,72300,1443,fr,"Es ist vor allem wichtig, allen sozialen Schichten die Möglichkeit zu geben, sich zu unterrichten.",AGAINST,25,dc9c44a99650,Education
"Sollte die Schweiz mehr Flüchtlingsklassen (Flüchtlingskontingente) aufnehmen, die direkt aus Krisengebieten kommen und für die das UNHCR nach Aufnahmemitgliedern sucht?",72302,1453,fr,"Es gibt auch andere Mittel, die wirksamere Hilfe zu bieten scheinen.",AGAINST,25,dc9c44a99650,Immigration
"Würden Sie dafür sprechen, dass die direkte aktive Euthanasie durch einen Arzt in der Schweiz erlaubt ist?",72303,1458,fr,Die gegenwärtige Situation ist eine akzeptable Lösung.,AGAINST,25,dc9c44a99650,Society
Würden Sie die Einführung eines automatischen Organspenden (vermutetes Einverständnis) in der Schweiz genehmigen?,72304,1459,fr,Es geht um individuelle Freiheit.,AGAINST,0,dc9c44a99650,Society
Sind Sie für eine vollständige Liberalisierung der Öffnungszeiten der Geschäfte (die Festlegung der Öffnungszeiten nach eigenen Angaben)?,72306,1472,fr,Die Frage der Freizügigkeit und der Anpassung an den Markt ist zu beachten.,FAVOR,100,dc9c44a99650,Economy
"Eine CO2-Steuer, die bisher auf fossilen Brennstoffen (Masto, Erdgas) gilt, sollte diese auf Brennstoffe (z.B. Erdgas, Erdgas) ausgeweitet werden?",72307,1477,fr,"Eine zusätzliche Steuer wird nicht angegeben, wenn man die aktuelle Steuer berücksichtigt.",AGAINST,0,dc9c44a99650,Infrastructure & Environment
Sollte die Schweiz in den nächsten vier Jahren Verhandlungen über ihr EU-Mitgliedschaft beginnen?,72308,1493,fr,Die Entwicklung und Sicherung der bilateralen Abkommen ist von entscheidender Bedeutung.,AGAINST,25,dc9c44a99650,Foreign Policy
"Sollte die Schweiz mehr Flüchtlingsklassen (Flüchtlingskontingente) aufnehmen, die direkt aus Krisengebieten kommen und für die das UNHCR nach Aufnahmemitgliedern sucht?",72778,1453,fr,"Einige der Mitgliedstaaten haben die Möglichkeit, die Einladung zu einem bestimmten Mitgliedstaat zu erleichtern.",FAVOR,75,c3a7ece0ad9d,Immigration
Sind Sie für die Legalisierung des Status der Unpapierlosen durch eine gemeinsame und einmalige Aufenthaltserlaubnis?,72779,1452,fr,"Die Kommission hat die Kommission mit der Einführung eines neuen Systems zur Förderung der Zusammenarbeit zwischen den Mitgliedstaaten und den Mitgliedstaaten in der Lage, die Einführung eines neuen Systems zur Förderung der Zusammenarbeit zwischen den Mitgliedstaaten zu unterstützen.",AGAINST,25,c3a7ece0ad9d,Immigration
Sollten verheiratete Paare als Einzelpersonen besteuert werden (Einzelsteuer)?,72781,1461,fr,Das würde die Gleichheit mit den Nebenpaaren wiederherstellen.,FAVOR,75,c3a7ece0ad9d,Finances
Sind Sie für ein Mindestlohn von CHF 4000 für alle Arbeitnehmer (für eine Vollzeitstelle)?,72782,1467,fr,"Ein Gehalt von 4.000,-hf würde die KMU in große Schwierigkeiten bringen und den Kauftourismus in den Nachbarländern erhöhen.",AGAINST,0,c3a7ece0ad9d,Economy
Sollten die erleichterten Einfuhren von Lebensmitteln aus der EU (Cassis de Dijon-Prinzip) ausgeschlossen werden?,72783,1471,fr,"Die Cassis de Dijon wurde unter dem Vorwand angenommen, daß sie die Preise senken würde, während nur die Qualität der importierten Erzeugnisse abgenommen wurde.",FAVOR,100,c3a7ece0ad9d,Economy
Sind Sie für eine vollständige Liberalisierung der Öffnungszeiten der Geschäfte (die Festlegung der Öffnungszeiten nach eigenen Angaben)?,72784,1472,fr,"Dies würde zum Teil den Einkaufstourismus in den Grenzregionen bekämpfen, wo am Sonntag Geschäfte geöffnet sind und die Schweizer sehr stark besucht sind.",FAVOR,75,c3a7ece0ad9d,Economy
Die Schwerheit der Verkehrsverkehrsgesetze in der Schweiz ist eine der strengsten (Verordnung über Fahrer) - sollte diese gelöstiger werden?,72785,1491,fr,"Die Mindeststrafen sind festgesetzt und lassen keine Freiheit für die Richter, die Situation zu beurteilen, anders als bei anderen Straftaten.",FAVOR,100,c3a7ece0ad9d,Security
Sind Sie für eine Erhöhung des Rentenalters für Männer und Frauen (z.B. auf 67 Jahre)?,74118,1433,fr,"Das ist aber nicht die einzige Maßnahme, die notwendig ist, um die Alterungszustände nachhaltig zu ändern.",FAVOR,75,97ed378243a9,Welfare
Die Kommission hat die Kommission mit der Erörterung der Kommission über die Einführung eines neuen Systems zur Förderung der Zusammenarbeit zwischen den Mitgliedstaaten und den Mitgliedstaaten übermittelt.,74119,1465,fr,"Es ist notwendig, die zuteilten Beträge neu zu bewerten.",FAVOR,75,97ed378243a9,Finances
Sollten die erleichterten Einfuhren von Lebensmitteln aus der EU (Cassis de Dijon-Prinzip) ausgeschlossen werden?,74120,1471,fr,"Es ist notwendig, Produkt-zu-Produkt-Bewertung zu machen, welche Personen unterworfen werden sollten oder nicht.",FAVOR,75,97ed378243a9,Economy
"Eine Volksinitiative fordert, dass Atomenergie bis 2029 entsteht.",74121,1475,fr,"Das ist heute einfach nicht möglich, es ist immer noch die geringste Verschmutzung und die billigste Energie.",AGAINST,0,97ed378243a9,Infrastructure & Environment
Sind Sie für eine erhebliche Reduktion der Armee auf 100.000 Mann?,74122,1487,fr,"Die Armee muß zwar durch eine Reduktion der Stärken, unter anderem durch eine tiefe Reform, aber sie sollte mindestens 100 000 Mann zählen.",FAVOR,75,97ed378243a9,Security
Sollte die Schweiz das Schengen-Abkommen mit der EU kündigen und Personenkontrollen direkt an den Grenzen wieder einführen?,74123,1492,fr,Wir müssen die bilateralen Abkommen bewahren.,AGAINST,0,97ed378243a9,Security
"Glauben Sie, es sei gerechtfertigt, dass die Konföderation finanziell die Kinder außerhalb der Familie unterstützt?",74173,1434,fr,"Es sei denn, die Unterstützung besteht in Steuerabzügen und nicht in Subventionen.",AGAINST,25,7032ce036b9a,Welfare
Sind Sie für eine Erhöhung des Rentenalters für Männer und Frauen (z.B. auf 67 Jahre)?,74174,1433,fr,Eine Erhöhung des gleichen Rentenalters für Männer und Frauen in Bezug auf das Beruf.,FAVOR,100,7032ce036b9a,Welfare
Sind Sie für eine Erhöhung des Rentenalters für Männer und Frauen (z.B. auf 67 Jahre)?,74311,1433,fr,"Im Gegensatz zum ""Berset-Paket"", das eine Verlängerung der Arbeitszeit und eine Senkung der Renten vorsieht, muss das Rentenalter ohne Rentenverringerung auf 60 Jahre reduziert werden, um die Arbeitszeit besser zu verteilen und die Früchte zu teilen.",AGAINST,0,90a1b356101c,Welfare
"Sollte der Umrechnungssatz, der die Höhe des LPP-Renten (zweiter Pfeiler) regelt, an die Verlängerung der Lebenserwartung angepasst und von 6,8% auf 6,0% gesenkt werden?",74313,1438,fr,"Das bedeutet, daß die Alten ihre Einkommen senken und ihre Preise verringern.",AGAINST,0,90a1b356101c,Welfare
"Sollte die Confederation bei der Gewährung von Forschungsbeihilfen den wirtschaftlichen Nutzen berücksichtigen, den sie erzielen?",74318,1448,fr,"Die wissenschaftliche Forschung in allen Bereichen muss von neuen Wissensperspektiven geführt werden, in keiner Weise von kommerziellen Interessen.",AGAINST,0,90a1b356101c,Education
